title,text
article friday shall norm al weekly rest day workers except worker put duty day shall comp ensated substitute rest day paid basic wage normal hours work plus supplement least per cent wage. Article friday should be paid at least at least the minimum wage plus supplement at least minimum wage.,article friday shall norm al weekly rest day workers except worker put duty day shall comp ensated substitute rest day paid basic wage normal hours work plus supplement least per cent wage
article work er shall required work two successive fridays uae labour law. Article work er must be done two successive days in a row to be considered a full day's work. Work must be completed within two days of each other to be counted as a day of work.,article work er shall required work two successive fridays uae labour law
article provisions section shall n ot apply following categories persons holding senior ex ecutive anageri al supervisory positions positions conf er upon incumbents powers employer ov er workers categories question sh specified resolution minister labour social affairs crew marine vessels seamen serve special conditions f service account nature work ex ception port workers e ngaged tevedoring related operations.,article provisions section shall n ot apply following categories persons holding senior ex ecutive anageri al supervisory positions positions conf er upon incumbents powers employer ov er workers categories question sh specified resolution minister labour social affairs crew marine vessels seamen serve special conditions f service account nature work ex ception port workers e ngaged tevedoring related operations
article employ er shall post main entran ces used workers nd conspicuous position workplace imetable showing w eekly day ff hours work rest periods applicable classes workers copy timetable shall filed compet ent labour department work place observing statuto ry week ly day employer shall post plac es referred preceding paragraph timetab le.,article employ er shall post main entran ces used workers nd conspicuous position workplace imetable showing w eekly day ff hours work rest periods applicable classes workers copy timetable shall filed compet ent labour department work place observing statuto ry week ly day employer shall post plac es referred preceding paragraph timetab le showing w eekly rest day class workers section ii leaves
"article worker shall entitled leave full pay following occasions such as new year day, new year's day, and the birthday of prophet mohammed. Article worker shall be entitled to leave on full pay on the following occasions: New year's Day, New Year's Eve, The New Year, and The Birthday of Prophet Mohammed, among others.",article worker shall entitled leave full pay following occasions new year day higra one day new year day gregorian one day lesser baira two days greater bairam nd eve three days birthday prophet mohammed ne day al isra al mi raj one day nation al day one day
article worker shall year service entitled annu al leave less two da ys month whe wor ker period service six months less one year days year work er period service one year worker service terminated hall entitl ed annual leave respect fractions last year.article worker will be entitled to one year of paid leave for each year of service.,article worker shall year service entitled annu al leave less two da ys month whe wor ker period service six months less one year days year work er period service one year worker service terminated hall entitl ed annu al leave respect fractions last year
article employ er may fix da te commen cement annual leave necessary divide leave two periods howeve r leave division provision shall apply leav es child worker.article employer may fixda te Commen cement Annual Leave necessary divide leaves two periods. Article employ er can fix da Te commen cements annual leave.,article employ er may fix da te commen cement annual leave necessary divide leave two periods howeve r leave division provision shall apply leav es child worker
"article holidays stipulated law agreement days leave account sickness falling within annual leave shall be considered an integral part of the annual leave scheme. Labour law provides for the use of sick leave in the case of sickness, maternity leave, paternity leave, and other long-term sick leave.",article holidays stipulated law agreement days leave account sickness falling within annual leave shall consider ed integral part thereof uae labour law
article worker shall entitled basic wage housing allowance applicable respect days annual le imperative f work interest put worker duty part annual leav e leave days worked carri ed forward following year employ er shall pay h im normal wage plus allowance lieu leave f actu ally worked days calculated basis basic wage case shall work er made work du ring annual leave two successive ye ars.,article worker shall entitled basic wage housing allowance applicable respect days annual le imperative f work interest put worker duty part annual leav e leave days worked carri ed forward following year employ er shall pay h im normal wage plus allowance lieu leave f actu ally worked days calculated basis basic wage case shall work er made work du ring annual leave two successive ye ars
article worker dismissed leav es job period notice prescribed law shall paid ny accrued annual leave days days payment shall calculat ed basis work er wage date wh en leave came due. Article worker dismissedleaves job period Notice prescribed by law shall be paid on basis of work er pay date.,article worker dismissed leav es job period notice prescribed law shall paid ny accrued annual leave days payment shall calculat ed basis work er wage date wh en leave came due
article worker goes annu al leave employ er shall pay h im full wage due plus leave pay prescrib ed h im law. Article worker goes on annual leave employer shall pay  full wage due and leave pay as prescribed by law.,article worker goes annu al leave employ er shall pay h im full wage due plus leave pay prescrib ed h im law
article necessary work intere st put worker duty public holidays days respect entitled full partial pay. substitute leave respect days plus per cent wage granted substitute leave employer shall p ay per ce nt basic wage respect days worked. public holidays are paid on the same basis as public holidays.,article necessary work intere st put worker duty public holidays days respect entitled full partial pay shall granted substitute leave respect days plus per cent wage granted substitute leave employer shall p ay per ce nt basic wage respect days worked
article worker contracts illness injury hall report illness within maximum two days e mployer hall thereupon take th e necessary measures medically examined medically examined immed iately f purpose verifying illne ss.article worker contract illness injury. Report illness withinmaximum two days within maximum three days.,article worker contracts illness injury hall report illness within maximum two days e mployer hall thereupon take th e necessary measures medically examined immed iately f purpose verifying illne ss
article worker shall entitled paid sick lea probationary period worker contracts illness completing three month following probationary Period. Employer shall entitled sick leave exceeding days successive otherwise respect year servic e calc ulated follows first days full pay ne xt days half pay subsequent periods without pay.,article worker shall entitled paid sick lea probationary period worker contracts illness completing three month following probationary period continuo us service employer shall entitled sick leave exceeding days successive otherwise respect year servic e calc ulated follows first days full pay ne xt days half pay subsequent periods without pay
article wage shall payable sick leave illness direct result worker misconduct consumption alcohol narcotic drugs uae labour law. Article wage shall be paid for sick leave as a result of worker misconduct or consumption of alcohol or drugs. Article Wage shall be payable for illnesses direct result of employee misconduct or consuming alcohol or narcotics.,article wage shall payable sick leave illness direct result worker misconduct consumption alcohol narcotic drugs uae labour law
article employer may te rminate services worker fails report back work. Employer may severance pay stipulat ed law. Article employer may not pay severance if worker fails to report back from sick leave. Case worker hall entitled severance paid stipulated by article employer. article employer may pay severances pay if worker does not report back.,article employer may te rminate services worker fails report back work exha usting sick leav es provid ed articles hereof case worker hall entitled severance pay stipulat ed law
article worker signs job reason illness lapse first days sick leave govern ment medical officer medical practitioner designat ed employer ccepts c ause resignation. employ er shall pa work er wage due respect remainder first days referred first days of sick leave. article worker signsJob reason illness lapses first days sickness leave.,article worker signs job reason illness lapse first days sick leave govern ment medical officer medical practitioner designat ed employer ccepts c ause resignation employ er shall pa work er wage due respect remainder first days referred
"article worker sh entitled ce co urse h entire service special leav e without pay. performing pilgrimage leave shall be deducted from pay. periods leave due shall be exce ed days. article worker is entitled to a salary of up to $50,000 per year. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or click here for details.",article worker sh entitled ce co urse h entire service special leav e without pay performing pilgrimage leave shall deducted periods leave due shall exce ed days
article work er shall work another employer annual sick leave provided th section h employ er establishes h done ay terminat e work er servic es without notice deny h im pay respect leav e period. Article work er Shall work another employers annual sick left provided thsection h employer establishes h do ay termin at work er service without notice.,article work er shall work another employer annual sick leave provided th section h employ er establishes h done ay terminat e work er servic es without notice deny h im pay respect leav e period
article subject provisions law worker fails resume work immediately expiry leave sh automatica lly forfeit h wage period absence e ffect day immediately following th leave expires. Law worker fails to resume work immediate expiry left sh automaticA lly forfeits h wage periods absence effect day.,article subject provisions law worker fails resume work immediately expiry leave sh automatica lly forfeit h wage period absence e ffect day immediately following th leave expires
article without prejudice instances employer entitled to dismiss worker without notice without gratuity provided law employer shall dismiss work er serve notice dismissal worker leave provided se ction uae labour law chapter v work ers safety p rotection health social care. article without prejudice. instances employer is entitled to. dismiss worker  without notice without gratuity.,article without prejudice instances employer entitled dismiss worker without notice without gratuity provided law employer shall dismiss work er serve notice dismissal worker leave provided se ction uae labour law chapter v work ers safety p rotection health social care
article employer hall provide appropriate safety measures protect workers hazards occupational injuri es diseases may occur work also fire hazar ds may resu lt use machines work tools shall also adopt safety measures prescrib ed ministry labour social affairs every worker hall use protecti gear clothing supplied purpose shall comply instructions given employer protect hazards.,article employer hall provide appropriate safety measures protect workers hazards occupational injuri es diseases may occur work also fire hazar ds may resu lt use machines work tools shall also adopt safety measures prescrib ed ministry labour social affairs every worker hall use protecti gear clothing supplied purpose shall comply instructions given employer protect hazards shall refrain taking action might obstruct enforcement instr uctions
article employer shall display conspicuous position workplace detailed instructions indicating measures taken to protect workers. Employer shall show measures taken prevent fire protect workers gainst hazards may exposed performing work instructions. Work instructions shall arabic another language understood worker. employer shall show conspicuous position workplaces detailed instructions.,article employer shall display conspicuous position workplace detailed instructions indicating measures taken prevent fire protect workers gainst hazards may exposed performing work instructions shall arabic another language understood worker
article every employer hall provide one bo xes containing medicines. Ministry labour social affairs may prescribe bandages antiseptics aid material. Box shall be located conspicuous plac e within ea sy reach workers. A person specialised administering first aid shall be controlled by the ministry.,article every employer hall provide one bo xes containing medicines th e ministry labour social affairs may prescribe bandages antiseptics aid material shall one box every workers th e box shall located conspicuous plac e within ea sy reach workers shall controlled person specialised administering first aid
"article without prejudice regulations orders issu ed by competent government authorities employ er shall ensure th workplace perf ectly clea n ventilat ed provided ade quate lighting drinking water toilets. The regulations are intended to ensure the safety of people working in the workplace without prejudice. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details.",article without prejudice regulations orders issu ed competent government authorities employ er shall ensure th workplace perf ectly clea n ventilat ed provided ade quate lighting drinking water toilets
article employer shall arrange one dical practitioners carry genera l medical examination regular intervals six months workers exposed occupational diseases specified schedule attached shall record findings examinations records well work ers personal files medic al practitioners shall immediately inform employer labour department cases occupation al disease occurring among w orkers resulting deaths.,article employer shall arrange one dical practitioners carry genera l medical examination regular intervals six months workers exposed occupational diseases specified schedule attached shall record findings examinations records well work ers personal files medic al practitioners shall immediately inform employer labour department cases occupation al disease occurring among w orkers resulting deaths facts en confirmed appropriate medical laboratory tests employ er shall turn report findings labour department dical practitioner carrying periodic examination may order worker exposed occupational disease reexamined period shorter interv al prescribed first paragraph article believ es worke r condition warrants uae labour law
article employer shall provide workers medical care facilities standards laid mini ster labo ur social affairs conjunction minister health and social affairs. employer must provide workers with health care facilities standard laid out in the article. employer should provide workers  medical care facility standards laid in thearticle. Employer must provide employees with health insurance.,article employer shall provide workers medical care facilities standards laid mini ster labo ur social affairs conjunction minister health
article minist er labour social affairs may consulti ng ministry health issue solutions prescribing ge neral precautions lated safety measures applicable firms employi ng work ers particul arly measures relating to safety lightin g ventilatio n dining rooms supply water drinking washing purposes elimination dust moke pollutants p recautions taken gainst fire nd electricity hazard.,article minist er labour social affairs may consulti ng ministry health issue solutions prescribing ge neral precautions lated safety measures applicable firms employi ng work ers particul arly measures relating safety lightin g ventilatio n dining rooms supply water drinking washing purposes elimination dust moke pollutants p recautions taken gainst fire nd electricity hazard
article employ er repres entative shall inform worker upon rec ruitmen occupational hazards involved nd protective measures must take. shall post detailed written instructio ns respect workplaces. shall be able to provide workers with information on how to avoid occupational hazards and what protective measures to take.,article employ er repres entative shall inform worker upon rec ruitmen occupational hazards involved nd protective measures must take shall post detailed written instructio ns respect workplaces
article shall unlawful employer representative person h aving authority workers bring allow one else bring kind alcoholic beverages workplace consumption therein allow person state drunkenness enter remain premises. Article shall unlawful. employer representative person h ave authority workers bringing alcoholic beverages to the workplace. article shall unlawful employee representative person have authority to allow one another to bring alcoholic beverages.,article shall unlawful employer representative person h aving authority workers bring allow one else bring kind alcoholic beverages workplace consumption therein allow person state drunkenness enter remain premises
article worker shall comply orders instructions related industrial security safety precautions shall use appropriate protective de vices treat devices possession due care work er shall commit ac leading inst ructions misuse damage destruction equip ment provid ed protecting health nd safe ty workers employer may prescribe disciplina ry regulation penalties imposed n workers contravening provisions pre ceding paragr aphs.,article worker shall comply orders instructions related industrial security safety precautions shall use appropriate protective de vices treat devices possession due care work er shall commit ac leading inst ructions misuse damage destruction equip ment provid ed protecting health nd safe ty workers employer may prescribe disciplina ry regulation penalties imposed n workers contravening provisions pre ceding paragr aph
article employer employing workers ar eas remote towns nd covered regular means transport shall provide workers following services suitable means transp ort suitable livi ng acco mmodation drinking water adequate food supplies f acilities recreation nd sports facilities minist er labour social ffairs shall specify ar eas provisions article wholly partially apply resolution save food supplie cost services refe rred.,article employer employing workers ar eas remote towns nd covered regular means transport shall provide workers following services suitable means transp ort suitable livi ng acco mmodation drinking water adequate food supplies f acilities recreation nd sports facilities minist er labour social ffairs shall specify ar eas provisions article wholly partially apply resolution save food supplie cost services refe rred article sha borne th e employ er none may charged workers uae labour law chapter vi disciplinary rules
article disciplinary asures employer representative may impose workers shall follo ws warning fine suspension work reduced pay period exceed days denial deferment periodical allowanc e firms applying scheme denial promotion establishments applying promotion scheme dismissal without prejudice severance pay dismissal wi th denial part seve rance pay th penal ty may imposed.,article disciplinary asures employer representative may impose workers shall follo ws warning fine suspension work reduced pay period exceed days denial deferment periodical allowanc e firms applying scheme denial promotion establishments applying promotion scheme dismissal without prejudice severance pay dismissal wi th denial part seve rance pay th penal ty may imposed reasons e xclusively specified artic le hereof
"article disciplinary regulation shall specify circumst ances e ach disciplinary penalties referred preceding article. The minister labour social affairs may issue ministerial resolution model table disciplinary actio ns rewards used employers guide preparing lists. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details.",article disciplinary regulation shall specify circumst ances e ach disciplinary penalties referred preceding article may impo sed th e minister labour social affairs may issue ministerial resolution model table disciplinary actio ns rewards used employers guide preparing lists
article fine may expressed ter ms specific amount amount equal worker wage specif ic period fine p rescribed respect single offence shall exce ed five days wage shall lawful dedu ct one month payment fines impo sed worker.article fine is subject to change at any time.,article fine may expressed ter ms specific amount amount equal worker wage specif ic period fine p rescribed respect single offence shall exce ed five days wage shall lawful dedu ct five days wage one month payment fines impo sed worker
article fines imposed workers shall record ed special register shall show also circumstances imposed worker name amount wage fines shall placed special account whose month ly procee ds shall used meet cost social welfare workers accordance resolution made minister labour social affairs respect. Article fines imposed will be recorded in special register.,article fines imposed workers shall record ed special register shall show also circumstances imposed worker name amount wage fines shall placed special account whose month ly procee ds shall used meet cost social welfare workers accordance resolution made minister labour social affairs respect
article periodical allowance may denied year may deferr ed six months. Annual publication may be delayed by up to six months if it is deemed to be of national interest. Annual publications may be denied year-round if they are deemed of national importance. Year-round publication could be denied for up to two years if deemed to have been of national significance.,article periodical allowance may denied year may deferr ed six months
article denial promotion may imposed mo one promotional cycle worker penalised. shall th en promoted immediately following promotion cycle found meet pertinent requi rements. shall not be promoted if found not to be in line with the requirements of the promotion cycle. shall be penalised if found to be not to meet the requirements for promotion.,article denial promotion may imposed mo one promotional cycle worker penalised shall th en promoted immediately following promotion cycle found meet pertinent requi rements
article finan cial benefit accruing employer denial deferment promotion periodic allowance sh entered special register shall show also circumstances th ey imposed worker name amount wage amounts. Special account whose uae labour law month ly procee ds shall used meet cost social welfare workers accordance resolution made minister labour social affairs respect.,article finan cial benefit accruing employer denial deferment promotion periodic allowance sh entered special register shall show also circumstances th ey imposed worker name amount wage amounts sh plac ed special account whose uae labour law month ly procee ds shall used meet cost social welfare workers accordance resolution made minister labour social affairs respect
article disciplinary measure may taken worker ny act committed outside workp lace unle ss act related work employer responsible manager shall also unlawf ul impo se one penalty combine disciplinary penalty deduction. article hereof part work er wage article here of partWorker ny wage.,article disciplinary measure may taken worker ny act committed outside workp lace unle ss act related work employer responsible manager shall also unlawf ul impo se one penalty combine disciplinary penalty deduction article hereof part work er wage
article none penalties stipulat ed article may imposed worker notified writing charges heard allowed defen se investigated entered special min utes placed personal file pe nalty ntioned end minute worker sh notified writing penalties imposed natur e amou nt ther eof reasons f imposition penal ty liable repeat offence.,article none penalties stipulat ed article may imposed worker notified writing charges heard allowed defen se investigated entered special min utes placed personal file pe nalty ntioned end minute worker sh notified writing penalties imposed natur e amou nt ther eof reasons f imposition penal ty liable repeat offence
article work er may charged disciplinary ffence lapse th days date detec ted may disciplinary penalty imposed lapse da ys da te inquiry offence ended worker w found guilty. Article work er can be fired if found guilty of a disciplinary offence. Work er can also be suspended without pay for up to three months if found to have committed an offence.,article work er may charged disciplinary ffence lapse th days date detec ted may disciplinary penalty imposed lapse da ys da te inquiry offence ended worker w found guilty
article worker may temporarily suspended work accused committing deliberate offence life property honour honesty offence associated strike period suspension shall run date incide nt reported th e compet ent authorities l atter renders decision atter work er shall entitled wage respect period suspension wher e decided worker prosecuted acquitted shall reinstated paid full wage period suspension employ er malicious ly contrived.,article worker may temporarily suspended work accused committing deliberate offence life property honour honesty offence associated strike period suspension shall run date incide nt reported th e compet ent authorities l atter renders decision atter work er shall entitled wage respect period suspension wher e decided worker prosecuted acquitted shall reinstated paid full wage period suspension employ er malicious ly contrived uae labour law chapter vii termination severance pay section termination employment
article employ ment contract shall terminate following cases. mutual agreem ent partie provided th wor ker consent given writing upon expiry term unless b een expressly implicitly extended according to provisions of the contract. Contract provide provisions law concerni ng notice valid groun ds termination without arbitrariness adhered.,article employ ment contract shall terminate following cases mutual agreem ent partie provided th wor ker consent given writing upon expiry term unless b een expressly implicitly extended according provisions law conv enience eith er party indefinite te rm contract provide provisions law concerni ng notice valid groun ds termination without arbitrariness adhered
article empl oyment contract shall term inate reason employer death unless subject contract connected person contract shall however termi nated reason worke r death total disability work established medical certificate approved competent health authority state work er capabl e notwithstandi ng partial disability performing work consistent state health employ er shall assign request work available.,article empl oyment contract shall term inate reason employer death unless subject contract connected person contract shall however termi nated reason worke r death total disability work established medical certificate approved competent health authority state work er capabl e notwithstandi ng partial disability performing work consistent state health employ er shall assign request work available pay w age normally paid holders jobs without prejudice entitle ments compensation due worker law
article n employme nt contract definite term employ er revokes reasons specifi ed article shall required compensate work er damage l atter sustains provided hat amount f compens ation shall case exce ed aggregate wage due period three months remaining period contract whichever shorter unless otherwise stipulated.,article n employme nt contract definite term employ er revokes reasons specifi ed article shall required compensate work er damage l atter sustains provided hat amount f compens ation shall case exce ed aggregate wage due period three months remaining period contract whichever shorter unless otherwise stipulated contract
"article contract revoked worker f reasons specified. For reasons not specified, the worker's contract has been revoked. The worker has been suspended from his or her job for the duration of the contract. For more information on this article, please visit: http://www.dailymail.co.uk/news/features/article-contract-revoked-worker-f- reasons-specified.html.",article contract revoked worker f reasons specified
article shall required compensate emplo yer damage th e latter sustains result provided amount comp ensation shall exceed half month wage three months remaining period contract whichever shorter unless otherwise stipulated contract. Article shall required compensated emplosary for damage sustained as a result of the work performed.,article shall required compensate emplo yer damage th e latter sustains result provided amount comp ensation shall exceed half month wage three months remaining period contract whichever shorter unless otherwise stipulated contract
article eith er employer worker ay terminate indefinite te rm contract valid reason ny time following conclusio n giving othe r party notice writing least days prior termination. Workers noti ce period shall follows one week work er employed f th six months less one year two weeks worker employed le ss one year uae labour law.,article eith er employer worker ay terminate indefinite te rm contract valid reason ny time following conclusio n giving othe r party notice writing least days prior termination workers noti ce period shall follows one week work er employed f th six months less one year two weeks worker employed le ss one year uae labour law one month worker employed le ss five year
"article contract shall subsist throughout noti ce period referr ed to in the preceding article. The contract will be in effect throughout the period referred to in this article. This article is intended to be the beginning of a new contract, not the end of a previous contract.",article contract shall subsist throughout noti ce period referr ed preceding
article shall terminate expiry period worker sh entitled respect notice period full pay c alculat ed basis last wage shall contin ue perform duties. employer requests parties may agr ee waive notice requir ement reduce notic e period however th ey may agree extend period.,article shall terminate expiry period worker sh entitled respect notice period full pay c alculat ed basis last wage shall contin ue perform duties th period employer requests parties may agr ee waive notice requir ement reduce notic e period however th ey may agree extend period
article eith er employ er work er reduces period fails serve notice termination forbearing pa rty shall pay compensation lieu notice irrespective whether party sustai ned da mage result failure shorter notice said compensation shall e qual worker wa ge respect entire reduced period notice comp ensation lieu notice hall ca lculated basis last wage received.,article eith er employ er work er reduces period fails serve notice termination forbearing pa rty shall pay compensation lieu notice irrespective whether party sustai ned da mage result failure shorter notice said compensation shall e qual worker wa ge respect entire reduced period notice comp ensation lieu notice hall ca lculated basis last wage received ca se monthly weekly daily hourly paid workers basis average daily wage referred arti cle law case paid piecemea l
article employer may dismi ss worker without noti ce worker assumes false identity nation ality submits forged certificates documents engaged probation dismissed end probationary period commits fault resulting subs tantial material loss employer provided th latter notifies labour de partment incident within hours becoming aware occurrence disobeys instructions safety work workplac e provided instructions writing posted conspicuous p lace commu nicated verbal ly worker.,article employer may dismi ss worker without noti ce worker assumes false identity nation ality submits forged certificates documents engaged probation dismissed end probationary period commits fault resulting subs tantial material loss employer provided th latter notifies labour de partment incident within hours becoming aware occurrence disobeys instructions safety work workplac e provided instructions writing posted conspicuous p lace commu nicated verbal ly worker case illi terate defaults basic duties contract fails redress default despite written interrogation warning dismissed default repeated finally convicted compet ent court crime honour hones ty public morals reveals confidential information employer found state drunkenness influen ce narcotic drug working hours assa ults employer nager charge workmates working hours absents himse lf work without valid reason successive days one single year seven successive ays
article worker may abandon work without noti ce either following cases uae labour law. Employer f ails honour h obligations towards worker provided contract law assaulted employ er emplo yer legal repr esentative. Article worker may not be paid for work carried out in breach of contract law.,article worker may abandon work without noti ce either following cases uae labour law employer f ails honour h obligations towards worker provided contract law assaulted employ er emplo yer legal repr esentative
"article worker service shall deemed arbitrarily terminat ed employer reason termination irrelevant work particular ly termination shall regarded arbitrary prompted formal complaint filed worker compet ent authorities legal action insti tuted employ er proved valid. Article worker service may be deemed arbitrarily terminated by employer for any reason, including irrelevant work.",article worker service shall deemed arbitrarily terminat ed employer reason termination irrelevant work particular ly termination shall regarded arbitrary prompted formal complaint filed worker compet ent authorities legal action insti tuted employ er proved valid
article worker arbitrarily dismisse competent court may order employ er pay h im compensation assess ed court due rega rd nature work extent damage ustained worker period servic e vestigating work circums tances provid ed compensation sh case e xceed worker wa ge three month calc ulated basis last wage provisions.,article worker arbitrarily dismisse competent court may order employ er pay h im compensation assess ed court due rega rd nature work extent damage ustained worker period servic e vestigating work circums tances provid ed compensation sh case e xceed worker wa ge three month calc ulated basis last wage provisions p receding paragraph shall prejudice worker right gratuity entitled co mpensation lieu notice provided law
article employer may terminate service worker f lack medical fitness. worker exhausts periods leave legal ly due agreement co ntrary hall null void even concluded law comes into effect.article employer can terminate service workers f lackMedical fitness. Worker exhausts period leave legal Ly due agreement CoNtrary Hall null void. Worker cannot be fired without medical fitness test.,article employer may terminate service worker f lack medical fitness worker exhausts periods leave legal ly due agreement co ntrary hall null void even concluded law comes effect
article employ er shall provide worker latter reque st upon expiry contract end service certificate shall free charge shall specify service commenceme nt end date total period servic e nature work performing last wage supplemen ts employer shall return certificates documents tools belonging worker. Article.,article employ er shall provide worker latter reque st upon expiry contract end service certificate shall free charge shall specify service commenceme nt end date total period servic e nature work performing last wage supplemen ts employer shall return certificates documents tools belonging worker
article c hange occurs form legal st atus f irm employ ment cont racts v alid ti change shall remain force ne w employ er firm workers service sha deemed continuous original new employers sh remain joint ly liab le period six months discharge obligations resulting employment contracts.,article c hange occurs form legal st atus f irm employ ment cont racts v alid ti change shall remain force ne w employ er firm workers service sha deemed continuous original new employers sh remain joint ly liab le period six months discharge obligations resulting employment contracts period preceding change lapse period new employ er shall solely bear liability
article work assig ned work er allows become acquainted employer clients access busi ness secrets employ er may requir e undertake compete participate enterprise competing termination contract unde rtaking valid worker must least gregorian years age time agreement conclude agreement must confined terms time place nature business extent necessary safeguard employer legitimate interests uae labour law.,article work assig ned work er allows become acquainted employer clients access busi ness secrets employ er may requir e undertake compete participate enterprise competing termination contract unde rtaking valid worker must least gregorian years age time agreement conclude agreement must confined terms time place nature business extent necessary safeguard employer legitimate interests uae labour law
article worker abando ns work without valid reason th e expiry definite term contr act may e ven employer consen take employment lapse one year date abandons work. employer may knowingly recruit worker keep service befo lapse period. employer can knowingly recruit workers to keep service for more than one year.,article worker abando ns work without valid reason th e expiry definite term contr act may e ven employer consen take employment lapse one year date abandons work employer may knowingly recruit worker keep service befo lapse period
article notifies employer desire terminate h indefinite term cont ract abandons work expiry statutory period notice may even employer consen take employme nt lapse one ye ar date. Employer may knowingly recruit worker keep h im service th e lapse period. employer may knowingly recruitment worker to keep him in service for more than one year.,article notifies employer desire terminate h indefinite term cont ract abandons work expiry statutory period notice may even employer consen take employme nt lapse one ye ar date abandons work othe r employ er may knowingly recruit worker keep h im service th e lapse period
"article provisions articles shall apply worker taking employment obtains approval minister labour social affairs based on consent of original employer. Article provisions article shall apply if worker takes employment without approval of the minister of labour, or if the original employer has given their consent to such an action. Article provides that the employment rules will apply to all workers.",article provisions articles shall apply worker taking employment obtains approval minister labour social affairs based consent original employer
article upon expiry contract emplo yer shall bear cost work er repatriation point hire point mutually agreed upon worker joins another employer upon expiring contra ct l atter shall ar cost worker repatriation end servic without prejudice foregoing employ er fails return worker pay h repatriation expenses compet ent authorities shall employer expense nd may th en recover ny expenditure incurr ed.,article upon expiry contract emplo yer shall bear cost work er repatriation point hire point mutually agreed upon worker joins another employer upon expiry contra ct l atter shall ar cost worker repatriation end servic without prejudice foregoing employ er fails return worker pay h repatriation expenses compet ent authorities shall employer expense nd may th en recover ny expenditure incurr ed connection attachment reason f termination contract attrib utable worker repatriation shall expense ans pay
article repeated purpose pr eceding article worker repatriation expen ses refers value travel ticket well tr avel expenses family nd cost shipping personal effects stip ulated th e labour contract fi rm policies worker provided accommodation employer shall vacate within thirty days date termination.,article repeated purpose pr eceding article worker repatriation expen ses refers value travel ticket well tr avel expenses family nd cost shipping personal effects stip ulated th e labour contract fi rm policies worker provided accommodation employer shall vacate within thirty days date termination servic work er shall overstay accommodation beyond specified period reason provided howeve r employer pays worker followin g expenses specified pa ragraph article severan ce pay entitlemen ts employee bound pay ac cordance employme nt contract firm policies law worker contests amount expenses entitlemen ts refe rred abov e labour de partment concerned shall urgently determine thes e expens es entitle ments ek notification shall promptly inform worker accordingly uae labour law case grace peri od referr ed paragraph
article shall calculated run fr om date employer deposits value expens es entitle ments determined labour departments concer ned minist ry labour treasury worker va cate acco mmodation within said ay period labour depar tment assistance authorities concerned emirate sh take nece ssary administrative mea sures eviction.,article shall calculated run fr om date employer deposits value expens es entitle ments determined labour departments concer ned minist ry labour treasury worker va cate acco mmodation within said ay period labour depar tment assistance authorities concerned emirate sh take nece ssary administrative mea sures eviction provisions article shall prejudice worke r right contest application compet ent court
article repeated employer sh submit compet ent labour departme nt ba nk guarantee whose type valu e submission procedures firms companies applicable rele vant terms shall specified council ministers resolution th guarantee shall used. Government reserves right deduct entitle ments guarantee referred paragraph pay worker fulfillme n t e stablished dues section ii severance pay.,article repeated employer sh submit compet ent labour departme nt ba nk guarantee whose type valu e submission procedures firms companies applicable rele vant terms shall specified council ministers resolution th guarantee shall used ensure optimum fulfillm ent employ er obligations provided f articl es nd repeated law deduction amount bank guarantee referred paragraph hereof shall based court judgmen exception following cost worker repatr iation country origin point agre ed upon employer amou nts employer admits compete nt labour court hat due worker two cases ministry reserves right deduct entitle ments guarantee referred paragraph pay worker fulfillme nt e stablished dues section ii severance pay
article worker completed ne years continuo us service sh entitled severan ce pay end employment days absence work without pay sh includ ed calculating period servic seve rance pay shall calculat ed follows days wage first five years service days wage additional ye ar service provided always th aggregate amount severan Ce pay exceed two year wage.,article worker completed ne years continuo us service sh entitled severan ce pay end employment days absence work without pay sh includ ed calculating period servic seve rance pay shall calculat ed follows days wage first five years service days wage additional ye ar service provided always th aggregate amount severan ce pay exceed two year wage
"article worker shall entitled severance pay ny fraction year actually served provided completed one year continuo us service. Article worker will be entitled to severance paid for one year of service, if the worker has completed a year of continued service. For more information on severance payments, go to: http://www.justgiving.com/ severance.",article worker shall entitled severance pay ny fraction year actually served provided completed one year continuo us service
article without prejudice provisions laws grant pensions retirement benefits employees certain firms severance pay shall calculated basis wage last due monthly w eekly daily paid workers basis average daily wage referred article hereof paid piecemeal wage us ed basis f calcul ating severancepay shall n ot include whatev er given worker kind housing allowance transport allowanc e travel allowance overtime.,article without prejudice provisions laws grant pensions retirement benefits employees certain firms severance pay shall calculated basis wage last due monthly w eekly daily paid workers basis average daily wage referred article hereof paid piecemeal wage us ed basis f calcul ating severance pay shall n ot include whatev er given worker kind housing allowance transport allowanc e travel allowance overtime pa repres entation allowa nce cashier allowanc es childr en education uae labour law allowance allowances recreation al social facilities bonuses allowances
article employer may deduct amounts owed worker latter severan ce pay. Employer may also deduct amount owed for time worked on in lieu of severance pay. Article employer may not pay workers for time spent working on other projects. Employers may also withhold amounts owed for work done in place of severan Ce pay.,article employer may deduct amounts owed worker latter severan ce pay
